0,0.008,-0.001
0.00109,0.008,-0.002982981
0.00434,0.008,-0.004480351
0.00972,0.008,-0.005665395
0.01716,0.008,-0.006704459
0.02659,0.008,-0.007716888
0.03791,0.008,-0.008707888
0.05099,0.008,-0.00952477
0.06568,0.008,-0.00994233
0.08182,0.008,-0.009957129
0.09925,0.008,-0.009584646
0.11776,0.008,-0.008855536
0.13716,0.008,-0.007806717
0.15723,0.008,-0.006473906
0.17775,0.008,-0.004882372
0.1985,0.008,-0.003041002
0,0.17,-0.001
0.00109,0.17,-0.002982981
0.00434,0.17,-0.004480351
0.00972,0.17,-0.005665395
0.01716,0.17,-0.006704459
0.02659,0.17,-0.007716888
0.03791,0.17,-0.008707888
0.05099,0.17,-0.00952477
0.06568,0.17,-0.00994233
0.08182,0.17,-0.009957129
0.09925,0.17,-0.009584646
0.11776,0.17,-0.008855536
0.13716,0.17,-0.007806717
0.15723,0.17,-0.006473906
0.17775,0.17,-0.004882372
0.1985,0.17,-0.003041002
0,0.332,-0.001
0.00109,0.332,-0.002982981
0.00434,0.332,-0.004480351
0.00972,0.332,-0.005665395
0.01716,0.332,-0.006704459
0.02659,0.332,-0.007716888
0.03791,0.332,-0.008707888
0.05099,0.332,-0.00952477
0.06568,0.332,-0.00994233
0.08182,0.332,-0.009957129
0.09925,0.332,-0.009584646
0.11776,0.332,-0.008855536
0.13716,0.332,-0.007806717
0.15723,0.332,-0.006473906
0.17775,0.332,-0.004882372
0.1985,0.332,-0.003041002
0,0.477,-0.001
0.00109,0.477,-0.002982981
0.00434,0.477,-0.004480351
0.00972,0.477,-0.005665395
0.01716,0.477,-0.006704459
0.02659,0.477,-0.007716888
0.03791,0.477,-0.008707888
0.05099,0.477,-0.00952477
0.06568,0.477,-0.00994233
0.08182,0.477,-0.009957129
0.09925,0.477,-0.009584646
0.11776,0.477,-0.008855536
0.13716,0.477,-0.007806717
0.15723,0.477,-0.006473906
0.17775,0.477,-0.004882372
0.1985,0.477,-0.003041002
0,0.598,-0.001
0.00109,0.598,-0.002982981
0.00434,0.598,-0.004480351
0.00972,0.598,-0.005665395
0.01716,0.598,-0.006704459
0.02659,0.598,-0.007716888
0.03791,0.598,-0.008707888
0.05099,0.598,-0.00952477
0.06568,0.598,-0.00994233
0.08182,0.598,-0.009957129
0.09925,0.598,-0.009584646
0.11776,0.598,-0.008855536
0.13716,0.598,-0.007806717
0.15723,0.598,-0.006473906
0.17775,0.598,-0.004882372
0.1985,0.598,-0.003041002
0,0.69,-0.001
0.00109,0.69,-0.002982981
0.00434,0.69,-0.004480351
0.00972,0.69,-0.005665395
0.01716,0.69,-0.006704459
0.02659,0.69,-0.007716888
0.03791,0.69,-0.008707888
0.05099,0.69,-0.00952477
0.06568,0.69,-0.00994233
0.08182,0.69,-0.009957129
0.09925,0.69,-0.009584646
0.11776,0.69,-0.008855536
0.13716,0.69,-0.007806717
0.15723,0.69,-0.006473906
0.17775,0.69,-0.004882372
0.1985,0.69,-0.003041002
0,0.746,-0.001
0.00109,0.746,-0.002982981
0.00434,0.746,-0.004480351
0.00972,0.746,-0.005665395
0.01716,0.746,-0.006704459
0.02659,0.746,-0.007716888
0.03791,0.746,-0.008707888
0.05099,0.746,-0.00952477
0.06568,0.746,-0.00994233
0.08182,0.746,-0.009957129
0.09925,0.746,-0.009584646
0.11776,0.746,-0.008855536
0.13716,0.746,-0.007806717
0.15723,0.746,-0.006473906
0.17775,0.746,-0.004882372
0.1985,0.746,-0.003041002
0,0.761,-0.001
0.00109,0.761,-0.002982981
0.00434,0.761,-0.004480351
0.00972,0.761,-0.005665395
0.01716,0.761,-0.006704459
0.02659,0.761,-0.007716888
0.03791,0.761,-0.008707888
0.05099,0.761,-0.00952477
0.06568,0.761,-0.00994233
0.08182,0.761,-0.009957129
0.09925,0.761,-0.009584646
0.11776,0.761,-0.008855536
0.13716,0.761,-0.007806717
0.15723,0.761,-0.006473906
0.17775,0.761,-0.004882372
0.1985,0.761,-0.003041002
