1 1 6 1 -0.553
1 1 6 2 -43.669
1 1 6 3 -362.018
1 1 6 4 -49.650
1 1 6 5 -414.993
1 1 6 6 -490.598
1 1 6 7 -7.701
1 1 6 8 -49.397
1 1 6 9 -3.751
1 1 6 10 -188.325
1 1 6 11 119.050
1 1 6 12 33.345
1 1 6 13 -48.742
1 1 6 14 -45.088
1 1 6 15 -42.991
1 1 6 16 -39.079
1 1 6 17 -1.359
1 1 6 18 -36.275
1 1 6 19 -36.555
1 1 6 20 -45.898
1 1 6 21 -1.948
1 1 6 22 -3.421
1 1 6 23 -313.784
1 1 6 24 -404.329
1 1 6 25 -436.994
1 1 6 26 -173.046
1 1 6 27 -422.790
1 1 6 28 -414.063
1 1 6 29 -60.773
1 1 6 30 -330.312
1 1 6 31 55.391
1 1 6 32 107.720
1 1 6 33 54.477
1 1 6 34 -4.802
1 1 6 35 -47.729
1 1 6 36 -19.814
1 1 6 37 -19.207
1 1 6 38 -18.939
1 1 6 39 -3.091
1 1 6 40 -23.271
1 1 6 41 -3.531
1 1 6 42 -3.811
1 1 6 43 -247.573
1 1 6 44 -324.622
1 1 6 45 -348.023
1 1 6 46 -361.246
1 1 6 47 -3.043
1 1 6 48 -163.947
1 1 6 49 -5.806
1 1 6 50 -53.449
1 1 6 51 -17.945
1 1 6 52 127.549
1 1 6 53 -15.098
1 1 6 54 -51.267
1 1 6 55 -64.160
1 1 6 56 -62.161
1 1 6 57 -57.333
1 1 6 58 -51.253
1 1 6 59 -47.116
1 1 6 60 -43.594
1 1 6 61 -44.133
1 1 6 62 -3.134
1 1 6 63 -93.512
1 1 6 64 145.098
