1 1 6 1 -2.488
1 1 6 2 -52.301
1 1 6 3 -277.380
1 1 6 4 -55.269
1 1 6 5 -235.936
1 1 6 6 -245.339
1 1 6 7 -5.992
1 1 6 8 -55.251
1 1 6 9 -4.288
1 1 6 10 134.984
1 1 6 11 -154.363
1 1 6 12 -258.505
1 1 6 13 -55.167
1 1 6 14 -243.061
1 1 6 15 -252.361
1 1 6 16 -243.777
1 1 6 17 -2.990
1 1 6 18 -227.776
1 1 6 19 -204.744
1 1 6 20 -54.786
1 1 6 21 -3.896
1 1 6 22 -4.214
1 1 6 23 -245.199
1 1 6 24 -268.374
1 1 6 25 -241.916
1 1 6 26 -101.915
1 1 6 27 -127.696
1 1 6 28 -53.232
1 1 6 29 -38.513
1 1 6 30 139.255
1 1 6 31 -161.138
1 1 6 32 -252.422
1 1 6 33 -115.685
1 1 6 34 -231.988
1 1 6 35 -54.114
1 1 6 36 -250.309
1 1 6 37 -249.507
1 1 6 38 -227.240
1 1 6 39 -3.937
1 1 6 40 -132.666
1 1 6 41 -5.007
1 1 6 42 -4.399
1 1 6 43 -230.347
1 1 6 44 -260.528
1 1 6 45 -259.743
1 1 6 46 -232.531
1 1 6 47 -4.152
1 1 6 48 -55.602
1 1 6 49 -8.027
1 1 6 50 -35.261
1 1 6 51 -7.354
1 1 6 52 -193.255
1 1 6 53 -375.276
1 1 6 54 -250.668
1 1 6 55 -329.579
1 1 6 56 -261.045
1 1 6 57 -253.720
1 1 6 58 -227.174
1 1 6 59 -166.811
1 1 6 60 -119.971
1 1 6 61 -92.270
1 1 6 62 -4.849
1 1 6 63 -92.960
1 1 6 64 142.869
