1 1 6 1 -2.488
1 1 6 2 -59.377
1 1 6 3 -313.816
1 1 6 4 -62.806
1 1 6 5 -305.864
1 1 6 6 -339.658
1 1 6 7 -6.277
1 1 6 8 -62.812
1 1 6 9 -4.556
1 1 6 10 115.237
1 1 6 11 -95.465
1 1 6 12 -409.233
1 1 6 13 -62.425
1 1 6 14 -206.867
1 1 6 15 -155.528
1 1 6 16 -117.002
1 1 6 17 -3.262
1 1 6 18 -83.741
1 1 6 19 -77.371
1 1 6 20 -61.703
1 1 6 21 -3.896
1 1 6 22 -4.477
1 1 6 23 -280.000
1 1 6 24 -325.236
1 1 6 25 -316.331
1 1 6 26 -145.001
1 1 6 27 -236.279
1 1 6 28 -173.984
1 1 6 29 -65.472
1 1 6 30 87.001
1 1 6 31 27.577
1 1 6 32 -277.208
1 1 6 33 -109.508
1 1 6 34 -166.149
1 1 6 35 -61.292
1 1 6 36 -100.296
1 1 6 37 -78.836
1 1 6 38 -64.521
1 1 6 39 -3.374
1 1 6 40 -48.803
1 1 6 41 -5.007
1 1 6 42 -4.986
1 1 6 43 -240.337
1 1 6 44 -285.019
1 1 6 45 -295.324
1 1 6 46 -284.788
1 1 6 47 -3.598
1 1 6 48 -89.565
1 1 6 49 -8.027
1 1 6 50 -60.984
1 1 6 51 7.061
1 1 6 52 -33.707
1 1 6 53 -320.669
1 1 6 54 -196.854
1 1 6 55 -196.591
1 1 6 56 -147.185
1 1 6 57 -113.614
1 1 6 58 -95.451
1 1 6 59 -76.871
1 1 6 60 -67.116
1 1 6 61 -61.044
1 1 6 62 -4.849
1 1 6 63 -96.490
1 1 6 64 144.001
