1 1 6 1 -1.105
1 1 6 2 -53.817
1 1 6 3 -289.790
1 1 6 4 -58.597
1 1 6 5 -263.596
1 1 6 6 -285.065
1 1 6 7 -7.986
1 1 6 8 -59.277
1 1 6 9 -3.484
1 1 6 10 136.035
1 1 6 11 -189.674
1 1 6 12 -388.951
1 1 6 13 -58.026
1 1 6 14 -309.769
1 1 6 15 -277.516
1 1 6 16 -195.396
1 1 6 17 -1.630
1 1 6 18 -110.818
1 1 6 19 -94.181
1 1 6 20 -55.852
1 1 6 21 -2.503
1 1 6 22 -3.686
1 1 6 23 -256.267
1 1 6 24 -290.245
1 1 6 25 -271.749
1 1 6 26 -115.682
1 1 6 27 -164.417
1 1 6 28 -92.421
1 1 6 29 -39.049
1 1 6 30 138.428
1 1 6 31 -203.916
1 1 6 32 -464.783
1 1 6 33 -165.605
1 1 6 34 -247.437
1 1 6 35 -56.578
1 1 6 36 -134.444
1 1 6 37 -105.641
1 1 6 38 -84.833
1 1 6 39 -3.091
1 1 6 40 -60.841
1 1 6 41 -3.533
1 1 6 42 -4.104
1 1 6 43 -241.868
1 1 6 44 -266.529
1 1 6 45 -272.881
1 1 6 46 -252.439
1 1 6 47 -2.767
1 1 6 48 -69.272
1 1 6 49 -6.638
1 1 6 50 -44.493
1 1 6 51 5.587
1 1 6 52 -162.517
1 1 6 53 -444.696
1 1 6 54 -258.938
1 1 6 55 -280.359
1 1 6 56 -199.321
1 1 6 57 -142.786
1 1 6 58 -111.542
1 1 6 59 -89.397
1 1 6 60 -76.848
1 1 6 61 -68.052
1 1 6 62 -3.705
1 1 6 63 -93.218
1 1 6 64 145.098
