1 1 6 1 -2.764
1 1 6 2 -50.455
1 1 6 3 -286.195
1 1 6 4 -54.153
1 1 6 5 -221.155
1 1 6 6 -217.403
1 1 6 7 -6.563
1 1 6 8 -54.379
1 1 6 9 -4.556
1 1 6 10 133.902
1 1 6 11 -160.783
1 1 6 12 -215.287
1 1 6 13 -53.715
1 1 6 14 -206.588
1 1 6 15 -211.788
1 1 6 16 -206.359
1 1 6 17 -3.534
1 1 6 18 -223.310
1 1 6 19 -224.482
1 1 6 20 -52.295
1 1 6 21 -3.618
1 1 6 22 -3.687
1 1 6 23 -248.918
1 1 6 24 -259.310
1 1 6 25 -221.871
1 1 6 26 -90.591
1 1 6 27 -92.517
1 1 6 28 -16.250
1 1 6 29 -23.383
1 1 6 30 138.194
1 1 6 31 -213.101
1 1 6 32 -199.146
1 1 6 33 -105.015
1 1 6 34 -201.470
1 1 6 35 -52.181
1 1 6 36 -220.997
1 1 6 37 -230.292
1 1 6 38 -237.993
1 1 6 39 -3.656
1 1 6 40 -224.944
1 1 6 41 -5.301
1 1 6 42 -4.692
1 1 6 43 -226.351
1 1 6 44 -261.604
1 1 6 45 -248.521
1 1 6 46 -212.624
1 1 6 47 -4.429
1 1 6 48 -41.085
1 1 6 49 -7.750
1 1 6 50 -32.082
1 1 6 51 -8.237
1 1 6 52 -227.243
1 1 6 53 -317.765
1 1 6 54 -238.400
1 1 6 55 -357.881
1 1 6 56 -277.708
1 1 6 57 -275.023
1 1 6 58 -276.536
1 1 6 59 -244.194
1 1 6 60 -193.239
1 1 6 61 -145.719
1 1 6 62 -5.134
1 1 6 63 -92.666
1 1 6 64 140.889
