Re,AoA,y,cl,0.91,0.83,0.72,0.63,0.55,0.46,0.37,0.3,0.23,0.17,0.12,0.08,0.04,0.02,0.01,0.0,0.0,0.02,0.04,0.08,0.13,0.18,0.23,0.3,0.37,0.46,0.54,0.63,0.72,0.83,0.91
104647.44113132369,-5,0.7636,-0.0185,0.06965,-0.10302,-0.17718,-0.21049,-0.25575,-0.31453,-0.38208,-0.44218,-0.50851,-0.59295,-0.62192,-0.45736,-0.11928,0.34126,0.87261,0.7691,-0.47005,-0.78912,-0.61686,-0.46157,-0.39106,-0.40765,-0.42799,-0.40432,-0.36004,-0.2995,-0.24269,-0.19915,-0.16883,-0.14409,0.05618
104647.44113132369,-4,0.0601,-0.0167,0.06943,-0.10213,-0.17763,-0.21092,-0.25616,-0.31494,-0.38257,-0.44274,-0.5092,-0.59389,-0.62298,-0.45871,-0.12056,0.33977,0.87173,0.77064,-0.46668,-0.7863,-0.61501,-0.4603,-0.39008,-0.40692,-0.42729,-0.40373,-0.35951,-0.29899,-0.24218,-0.19864,-0.16835,-0.14371,0.05541
104647.44113132369,-4,0.1788,-0.0247,0.06848,-0.11302,-0.17383,-0.20721,-0.25266,-0.31139,-0.37843,-0.43776,-0.503,-0.58596,-0.61305,-0.44658,-0.10737,0.35254,0.87914,0.75769,-0.49667,-0.80884,-0.63036,-0.47154,-0.39828,-0.41347,-0.43297,-0.40855,-0.36363,-0.30266,-0.24588,-0.20256,-0.17226,-0.14704,0.05955
104647.44113132369,-4,0.2931,-0.0341,0.06783,-0.12144,-0.16971,-0.20306,-0.24865,-0.30732,-0.37383,-0.43234,-0.49636,-0.57772,-0.60282,-0.43424,-0.09417,0.36504,0.88618,0.74446,-0.52731,-0.83144,-0.64605,-0.48316,-0.40678,-0.42044,-0.43911,-0.41388,-0.36842,-0.30713,-0.25041,-0.20714,-0.17657,-0.15045,0.06321
104647.44113132369,-4,0.4002,-0.0425,0.06674,-0.13607,-0.16548,-0.19909,-0.24502,-0.30355,-0.36924,-0.42664,-0.48916,-0.5685,-0.59105,-0.41983,-0.07848,0.3798,0.89467,0.72848,-0.56457,-0.85841,-0.66462,-0.49686,-0.41662,-0.42831,-0.44586,-0.41955,-0.3733,-0.3115,-0.25488,-0.21184,-0.18116,-0.135,0.0673
104647.44113132369,-4,0.4975,-0.0481,0.06579,-0.13408,-0.16321,-0.19678,-0.24276,-0.30124,-0.36666,-0.42367,-0.48553,-0.56402,-0.58546,-0.41309,-0.07128,0.3867,0.89837,0.72062,-0.58222,-0.87085,-0.67321,-0.50323,-0.42125,-0.43208,-0.44917,-0.42251,-0.37596,-0.31401,-0.25743,-0.2144,-0.18354,-0.12669,0.06814
104647.44113132369,-4,0.5825,-0.0497,0.06555,-0.13329,-0.16232,-0.19587,-0.24187,-0.30034,-0.36564,-0.42249,-0.48413,-0.56233,-0.5834,-0.41069,-0.06871,0.38915,0.89956,0.71766,-0.58779,-0.87561,-0.67662,-0.50571,-0.42304,-0.4336,-0.4505,-0.4237,-0.37703,-0.31504,-0.25848,-0.21544,-0.18449,-0.12351,0.06853
104647.44113132369,-4,0.6531,-0.0462,0.0661,-0.13487,-0.16411,-0.1977,-0.24366,-0.30216,-0.36768,-0.42484,-0.48698,-0.56581,-0.58763,-0.41569,-0.07396,0.38387,0.89659,0.72403,-0.57403,-0.86616,-0.66984,-0.50066,-0.41944,-0.43059,-0.44784,-0.42135,-0.37489,-0.31299,-0.2564,-0.21337,-0.18259,-0.1299,0.06777
104647.44113132369,-4,0.7077,-0.0376,0.06806,-0.12464,-0.16793,-0.20129,-0.24693,-0.30556,-0.37185,-0.43001,-0.49354,-0.57424,-0.59846,-0.4289,-0.08846,0.37041,0.8894,0.73821,-0.54054,-0.84113,-0.65284,-0.48818,-0.41046,-0.4235,-0.4418,-0.4163,-0.37062,-0.30922,-0.25254,-0.20925,-0.17849,-0.1519,0.0651
104647.44113132369,-4,0.7448,-0.0245,0.06848,-0.11302,-0.17383,-0.20721,-0.25266,-0.31139,-0.37843,-0.43776,-0.503,-0.58596,-0.61305,-0.44658,-0.10737,0.35254,0.87914,0.75769,-0.49667,-0.80884,-0.63036,-0.47154,-0.39828,-0.41347,-0.43297,-0.40855,-0.36363,-0.30266,-0.24588,-0.20256,-0.17226,-0.14704,0.05955
104647.44113132369,-4,0.7636,-0.0085,0.06844,-0.09557,-0.18126,-0.21449,-0.25955,-0.31838,-0.3865,-0.44742,-0.51497,-0.60105,-0.63207,-0.4696,-0.13231,0.32842,0.86483,0.78169,-0.44012,-0.76679,-0.60132,-0.45018,-0.38264,-0.40077,-0.42188,-0.39903,-0.3553,-0.2951,-0.23824,-0.19464,-0.16456,-0.14059,0.05021
104647.44113132369,-3,0.0601,0.0741,0.06059,-0.04308,-0.22068,-0.25407,-0.29744,-0.35575,-0.42841,-0.49715,-0.57641,-0.67819,-0.72935,-0.58852,-0.26294,0.20031,0.78261,0.88424,-0.17171,-0.56197,-0.45977,-0.34712,-0.3066,-0.33825,-0.36772,-0.35316,-0.31623,-0.2616,-0.20583,-0.15971,-0.1279,-0.10526,-0.00537
104647.44113132369,-3,0.1788,0.0652,0.06179,-0.0468,-0.2163,-0.24956,-0.29307,-0.35151,-0.42377,-0.4917,-0.56971,-0.66983,-0.71868,-0.57552,-0.24861,0.21477,0.79268,0.87533,-0.1984,-0.58339,-0.47468,-0.35793,-0.31465,-0.34488,-0.3735,-0.35799,-0.32031,-0.26499,-0.20899,-0.16315,-0.13164,-0.10907,0.00105
104647.44113132369,-3,0.2931,0.0536,0.0628,-0.05195,-0.21082,-0.2441,-0.28792,-0.34654,-0.41819,-0.48496,-0.56121,-0.659,-0.70489,-0.5585,-0.22939,0.23374,0.80509,0.86157,-0.23521,-0.61194,-0.4944,-0.37216,-0.32514,-0.35346,-0.3808,-0.36404,-0.32526,-0.26897,-0.21264,-0.1673,-0.13632,-0.11396,0.01147
104647.44113132369,-3,0.4002,0.0418,0.06471,-0.05757,-0.20523,-0.23838,-0.28236,-0.34107,-0.41217,-0.47794,-0.55267,-0.64839,-0.69159,-0.54226,-0.21176,0.25088,0.81666,0.84874,-0.27121,-0.63923,-0.5133,-0.38599,-0.33539,-0.36196,-0.38831,-0.37045,-0.33079,-0.27377,-0.21727,-0.17223,-0.14144,-0.11893,0.01833
104647.44113132369,-3,0.4975,0.0308,0.06691,-0.06183,-0.20019,-0.23331,-0.27746,-0.33623,-0.4068,-0.47166,-0.545,-0.6388,-0.67967,-0.52763,-0.19592,0.2668,0.82673,0.83617,-0.3042,-0.66418,-0.53057,-0.39852,-0.34478,-0.3698,-0.39513,-0.37636,-0.33596,-0.27832,-0.22171,-0.17689,-0.14619,-0.12343,0.02416
104647.44113132369,-3,0.5825,0.0215,0.06667,-0.07159,-0.19524,-0.22841,-0.27286,-0.3317,-0.40161,-0.46534,-0.53706,-0.62875,-0.66679,-0.51198,-0.17856,0.28358,0.83748,0.82213,-0.33986,-0.69175,-0.54954,-0.4123,-0.35477,-0.37789,-0.40198,-0.38198,-0.34053,-0.282,-0.2252,-0.1809,-0.15072,-0.12807,0.03177
104647.44113132369,-3,0.6531,0.0143,0.06734,-0.07644,-0.19198,-0.22514,-0.26971,-0.32857,-0.39811,-0.46121,-0.53196,-0.62239,-0.65878,-0.50225,-0.16807,0.29363,0.84405,0.81345,-0.36352,-0.70868,-0.56123,-0.42081,-0.36107,-0.38307,-0.4065,-0.38587,-0.34389,-0.28496,-0.22813,-0.184,-0.15387,-0.131,0.03592
104647.44113132369,-3,0.7077,0.0089,0.06822,-0.07933,-0.18971,-0.22289,-0.26756,-0.32642,-0.39566,-0.45832,-0.52843,-0.61795,-0.65325,-0.49543,-0.16077,0.30109,0.84845,0.80713,-0.37838,-0.72065,-0.56946,-0.42686,-0.36552,-0.38678,-0.40976,-0.38868,-0.34637,-0.28719,-0.23035,-0.1863,-0.15614,-0.13303,0.03923
104647.44113132369,-3,0.7448,0.0048,0.06921,-0.08147,-0.1879,-0.22114,-0.26592,-0.32477,-0.39376,-0.45604,-0.52561,-0.61439,-0.6488,-0.49015,-0.15457,0.30671,0.85183,0.80209,-0.39099,-0.73019,-0.57616,-0.43175,-0.36915,-0.38978,-0.4124,-0.39095,-0.34839,-0.28903,-0.23219,-0.18819,-0.15799,-0.13463,0.04226
104647.44113132369,-3,0.7636,0.0016,0.06982,-0.08308,-0.18656,-0.21981,-0.26465,-0.32349,-0.39232,-0.45434,-0.52355,-0.61185,-0.64563,-0.48618,-0.15069,0.31089,0.85451,0.79832,-0.40066,-0.737,-0.58095,-0.43525,-0.37176,-0.39198,-0.41433,-0.39265,-0.34988,-0.29042,-0.2336,-0.18962,-0.15936,-0.13581,0.04422
104647.44113132369,-2,0.0601,0.1649,0.04204,-0.04587,-0.19119,-0.30116,-0.34345,-0.39983,-0.47502,-0.55126,-0.64278,-0.7612,-0.83444,-0.71858,-0.4076,0.05404,0.67536,0.95759,0.08345,-0.35833,-0.31779,-0.24401,-0.22882,-0.27309,-0.31078,-0.3048,-0.2751,-0.22705,-0.17425,-0.12625,-0.09208,-0.06895,-0.05693
104647.44113132369,-2,0.1788,0.155,0.04483,-0.04328,-0.19751,-0.29602,-0.33835,-0.39494,-0.47,-0.54558,-0.63591,-0.75266,-0.82371,-0.70537,-0.39264,0.06889,0.687,0.95208,0.05871,-0.37787,-0.33174,-0.25421,-0.23667,-0.27974,-0.31674,-0.30994,-0.27962,-0.23096,-0.1779,-0.12999,-0.09591,-0.07268,-0.06034
104647.44113132369,-2,0.2931,0.1414,0.04633,-0.04218,-0.21716,-0.28802,-0.33056,-0.38762,-0.4624,-0.53669,-0.62482,-0.73862,-0.8056,-0.68259,-0.36725,0.09532,0.70636,0.94081,0.01635,-0.41248,-0.35583,-0.2716,-0.24967,-0.2906,-0.32598,-0.31758,-0.28583,-0.23579,-0.18191,-0.13437,-0.10107,-0.07843,-0.04197
104647.44113132369,-2,0.4002,0.126,0.05002,-0.0407,-0.23131,-0.28027,-0.32286,-0.38018,-0.45464,-0.52783,-0.61409,-0.72536,-0.78892,-0.66207,-0.34427,0.11818,0.72335,0.93018,-0.02231,-0.44411,-0.3779,-0.2877,-0.26195,-0.3009,-0.33512,-0.32544,-0.29262,-0.24164,-0.18735,-0.14002,-0.10696,-0.08424,-0.0366
104647.44113132369,-2,0.4975,0.1097,0.05425,-0.03868,-0.23841,-0.27232,-0.31507,-0.37267,-0.44672,-0.51871,-0.60299,-0.71162,-0.77158,-0.64074,-0.3207,0.14232,0.74153,0.91816,-0.06374,-0.47737,-0.40113,-0.30468,-0.27479,-0.31184,-0.34476,-0.33379,-0.29989,-0.24798,-0.19332,-0.14622,-0.11332,-0.09041,-0.03171
104647.44113132369,-2,0.5825,0.0927,0.05614,-0.0413,-0.22966,-0.2633,-0.30642,-0.36447,-0.43783,-0.50814,-0.58981,-0.69486,-0.75019,-0.61421,-0.29126,0.17189,0.7625,0.90203,-0.11761,-0.52013,-0.43076,-0.32603,-0.29071,-0.32487,-0.356,-0.3431,-0.3075,-0.25403,-0.19865,-0.15215,-0.12008,-0.09765,-0.01479
104647.44113132369,-2,0.6531,0.0748,0.06032,-0.04316,-0.22115,-0.25454,-0.29788,-0.35618,-0.42888,-0.49773,-0.5771,-0.67908,-0.73032,-0.58978,-0.26434,0.1989,0.78182,0.88549,-0.16784,-0.55964,-0.45826,-0.34603,-0.30573,-0.33754,-0.36708,-0.35263,-0.31575,-0.26119,-0.20545,-0.1593,-0.12749,-0.10486,-0.00597
104647.44113132369,-2,0.7077,0.0554,0.0626,-0.05177,-0.2113,-0.24456,-0.28835,-0.34696,-0.41866,-0.48554,-0.56195,-0.65993,-0.70604,-0.55999,-0.23122,0.23185,0.80389,0.86305,-0.23281,-0.60956,-0.49269,-0.37091,-0.32418,-0.35268,-0.38009,-0.3635,-0.32481,-0.26858,-0.21228,-0.1669,-0.13589,-0.11353,0.01059
104647.44113132369,-2,0.7448,0.0343,0.06623,-0.06085,-0.20156,-0.23467,-0.27876,-0.33751,-0.40824,-0.47335,-0.54706,-0.64143,-0.68299,-0.53172,-0.20034,0.26235,0.82383,0.83979,-0.29513,-0.65729,-0.52586,-0.39513,-0.34221,-0.36769,-0.39326,-0.37474,-0.33454,-0.27707,-0.22048,-0.1756,-0.14489,-0.12221,0.02242
104647.44113132369,-2,0.7636,0.0116,0.06765,-0.07763,-0.19107,-0.22423,-0.26884,-0.3277,-0.39712,-0.46005,-0.53055,-0.6206,-0.65658,-0.49948,-0.16483,0.29671,0.84593,0.81089,-0.36892,-0.71348,-0.56452,-0.42322,-0.36281,-0.38457,-0.40781,-0.38698,-0.34489,-0.28585,-0.22901,-0.18491,-0.15478,-0.13182,0.0372
104647.44113132369,-1,0.0601,0.2557,0.02009,-0.06921,-0.15775,-0.33313,-0.39503,-0.44962,-0.52446,-0.60592,-0.7083,-0.8422,-0.93733,-0.84695,-0.55257,-0.09712,0.55182,0.99392,0.29758,-0.17608,-0.18915,-0.1499,-0.15654,-0.21138,-0.25631,-0.25803,-0.23492,-0.193,-0.14379,-0.09529,-0.05922,-0.03551,-0.02527
104647.44113132369,-1,0.1788,0.2448,0.02236,-0.06645,-0.15684,-0.34535,-0.38837,-0.44321,-0.51826,-0.5992,-0.70027,-0.83226,-0.92455,-0.83075,-0.53421,-0.07779,0.56818,0.99125,0.27319,-0.1982,-0.20462,-0.1613,-0.16531,-0.21887,-0.2629,-0.26367,-0.23971,-0.19696,-0.14721,-0.09872,-0.06295,-0.03945,-0.02909
104647.44113132369,-1,0.2931,0.229,0.02666,-0.06186,-0.15879,-0.33642,-0.37908,-0.43411,-0.50932,-0.58954,-0.68886,-0.81826,-0.90683,-0.80877,-0.5091,-0.05181,0.59003,0.98655,0.23747,-0.22848,-0.22616,-0.17707,-0.17762,-0.22942,-0.27233,-0.27177,-0.24673,-0.20301,-0.15268,-0.10421,-0.06869,-0.0452,-0.03453
104647.44113132369,-1,0.4002,0.2102,0.0321,-0.05628,-0.1625,-0.32612,-0.3685,-0.42382,-0.49914,-0.57839,-0.67565,-0.80207,-0.88644,-0.78332,-0.48023,-0.02196,0.61471,0.98005,0.19605,-0.26422,-0.25139,-0.1956,-0.19186,-0.24178,-0.28331,-0.28135,-0.25512,-0.21032,-0.15939,-0.11099,-0.07566,-0.05203,-0.04091
104647.44113132369,-1,0.4975,0.1886,0.0357,-0.05186,-0.17563,-0.31391,-0.35623,-0.41214,-0.48751,-0.56531,-0.65972,-0.78212,-0.8608,-0.75126,-0.44437,0.01607,0.64501,0.97015,0.14121,-0.31018,-0.28405,-0.21923,-0.20987,-0.25693,-0.2965,-0.29244,-0.26439,-0.21779,-0.16574,-0.11753,-0.08302,-0.06,-0.04863
104647.44113132369,-1,0.5825,0.1639,0.04232,-0.0456,-0.19178,-0.30064,-0.34294,-0.39934,-0.47452,-0.5507,-0.6421,-0.76031,-0.83336,-0.71718,-0.40628,0.05528,0.67558,0.95701,0.08049,-0.36024,-0.31917,-0.24501,-0.22961,-0.27375,-0.31139,-0.30531,-0.27555,-0.22743,-0.17461,-0.12662,-0.09246,-0.06933,-0.05727
104647.44113132369,-1,0.6531,0.1353,0.04775,-0.04161,-0.22304,-0.28488,-0.32744,-0.3846,-0.45927,-0.5331,-0.6205,-0.73325,-0.79877,-0.67414,-0.35792,0.10451,0.71368,0.93659,0.00099,-0.42553,-0.36459,-0.2781,-0.25461,-0.29473,-0.32965,-0.32072,-0.28853,-0.2381,-0.18405,-0.1366,-0.10341,-0.08076,-0.03961
104647.44113132369,-1,0.7077,0.1019,0.05441,-0.04086,-0.23407,-0.26781,-0.31077,-0.36863,-0.44235,-0.51345,-0.59638,-0.70315,-0.76067,-0.62714,-0.30535,0.15789,0.7527,0.91031,-0.09164,-0.49964,-0.41639,-0.31557,-0.28287,-0.31839,-0.35029,-0.33825,-0.30343,-0.25061,-0.19549,-0.14876,-0.11644,-0.09398,-0.02055
104647.44113132369,-1,0.7448,0.0636,0.06166,-0.04779,-0.21575,-0.249,-0.29255,-0.35101,-0.42321,-0.49102,-0.56882,-0.66868,-0.71712,-0.57364,-0.24631,0.21668,0.79406,0.87353,-0.20239,-0.58646,-0.47685,-0.35938,-0.31576,-0.34576,-0.3742,-0.35857,-0.32074,-0.26531,-0.20924,-0.16348,-0.13207,-0.10956,0.00242
104647.44113132369,-1,0.7636,0.0217,0.06663,-0.07076,-0.19571,-0.22889,-0.27333,-0.33217,-0.40212,-0.46597,-0.5378,-0.62968,-0.66795,-0.5134,-0.18005,0.28221,0.8367,0.82393,-0.33603,-0.68925,-0.54778,-0.41101,-0.35384,-0.37716,-0.40132,-0.38141,-0.34006,-0.28159,-0.2248,-0.18048,-0.15027,-0.12764,0.0312
104647.44113132369,0,0.0601,0.3463,-0.00022,-0.0925,-0.17853,-0.25971,-0.45357,-0.5079,-0.58038,-0.66361,-0.77457,-0.92296,-1.04074,-0.97771,-0.70256,-0.25716,0.41044,0.99782,0.48181,-0.00849,-0.06849,-0.06087,-0.08729,-0.15173,-0.20347,-0.21261,-0.19598,-0.16033,-0.1154,-0.06753,-0.02943,-0.00442,0.00498
104647.44113132369,0,0.1788,0.3344,0.00277,-0.08935,-0.17474,-0.26447,-0.4455,-0.4996,-0.57236,-0.6556,-0.76566,-0.91231,-1.0271,-0.9603,-0.68281,-0.23538,0.43085,0.9991,0.45908,-0.02999,-0.0837,-0.07215,-0.09619,-0.15943,-0.21035,-0.21857,-0.20117,-0.16474,-0.11928,-0.0713,-0.03339,-0.00847,0.00105
104647.44113132369,0,0.2931,0.3166,0.00702,-0.08467,-0.16943,-0.27166,-0.43434,-0.48836,-0.56159,-0.64472,-0.75343,-0.89751,-1.00817,-0.93651,-0.65525,-0.2062,0.45675,0.99993,0.42781,-0.05926,-0.1053,-0.08819,-0.10868,-0.1703,-0.22006,-0.22704,-0.20846,-0.17099,-0.12482,-0.07669,-0.03904,-0.01421,-0.00449
104647.44113132369,0,0.4002,0.2942,0.01128,-0.07922,-0.16369,-0.29261,-0.41873,-0.47289,-0.54686,-0.62959,-0.73598,-0.8761,-0.98073,-0.90131,-0.6151,-0.16362,0.49511,0.99928,0.37811,-0.10436,-0.13744,-0.11191,-0.12707,-0.18609,-0.23387,-0.23882,-0.2184,-0.17909,-0.1316,-0.08323,-0.04631,-0.02215,-0.01237
104647.44113132369,0,0.4975,0.2674,0.01842,-0.07153,-0.15766,-0.31747,-0.40225,-0.45664,-0.53119,-0.61314,-0.71689,-0.85285,-0.95115,-0.86412,-0.57273,-0.11847,0.53406,0.99618,0.32397,-0.15266,-0.17244,-0.13778,-0.14723,-0.20353,-0.24943,-0.25223,-0.23012,-0.1892,-0.1407,-0.09225,-0.0557,-0.03154,-0.0213
104647.44113132369,0,0.5825,0.235,0.02503,-0.06362,-0.15849,-0.33972,-0.38248,-0.43742,-0.51257,-0.59306,-0.69305,-0.82342,-0.91345,-0.81702,-0.51842,-0.06134,0.58154,0.98844,0.2508,-0.21748,-0.21834,-0.17132,-0.17302,-0.22552,-0.2688,-0.26877,-0.24409,-0.20074,-0.15061,-0.10213,-0.06653,-0.04305,-0.03251
104647.44113132369,0,0.6531,0.1958,0.0341,-0.05355,-0.17123,-0.31779,-0.36014,-0.41589,-0.49128,-0.56955,-0.6648,-0.78847,-0.86887,-0.76125,-0.45557,0.00441,0.63616,0.97332,0.15887,-0.29587,-0.27379,-0.21181,-0.20417,-0.25204,-0.29223,-0.28879,-0.26127,-0.21517,-0.16342,-0.11514,-0.08046,-0.05738,-0.04615
104647.44113132369,0,0.7077,0.1484,0.04493,-0.04358,-0.21022,-0.29172,-0.33414,-0.39099,-0.46593,-0.5408,-0.62988,-0.74507,-0.8138,-0.6927,-0.37857,0.08337,0.6979,0.94579,0.03628,-0.39704,-0.34486,-0.26368,-0.2437,-0.28554,-0.32161,-0.31388,-0.28269,-0.23319,-0.17959,-0.13191,-0.0984,-0.07568,-0.04676
104647.44113132369,0,0.7448,0.093,0.05614,-0.0413,-0.22966,-0.2633,-0.30642,-0.36447,-0.43783,-0.50814,-0.58981,-0.69486,-0.75019,-0.61421,-0.29126,0.17189,0.7625,0.90203,-0.11761,-0.52013,-0.43076,-0.32603,-0.29071,-0.32487,-0.356,-0.3431,-0.3075,-0.25403,-0.19865,-0.15215,-0.12008,-0.09765,-0.01479
104647.44113132369,0,0.7636,0.0317,0.06668,-0.06153,-0.20065,-0.23376,-0.27789,-0.33665,-0.40728,-0.47221,-0.54568,-0.63973,-0.68077,-0.52906,-0.19753,0.26509,0.82545,0.83696,-0.30073,-0.6619,-0.52901,-0.39741,-0.34388,-0.36911,-0.39452,-0.37582,-0.33547,-0.2779,-0.2213,-0.17646,-0.14576,-0.12303,0.02357
104647.44113132369,1,0.0601,0.4367,-0.01946,-0.11347,-0.20616,-0.27783,-0.38397,-0.57845,-0.64841,-0.72903,-0.84337,-1.00386,-1.14561,-1.11218,-0.85931,-0.42858,0.25055,0.96975,0.63911,0.14664,0.046,0.02443,-0.01986,-0.09326,-0.15128,-0.16773,-0.15741,-0.12805,-0.08784,-0.04171,-0.00169,0.02501,0.03411
104647.44113132369,1,0.1788,0.4239,-0.01647,-0.11036,-0.20233,-0.27305,-0.39088,-0.56791,-0.6382,-0.71939,-0.83372,-0.99275,-1.13121,-1.09348,-0.83754,-0.4043,0.27371,0.97557,0.61897,0.12592,0.03079,0.01307,-0.02899,-0.10122,-0.15846,-0.17393,-0.16288,-0.13273,-0.09192,-0.04556,-0.00571,0.02089,0.03008
104647.44113132369,1,0.2931,0.404,-0.01263,-0.10606,-0.19663,-0.26659,-0.4146,-0.55133,-0.62213,-0.70415,-0.81812,-0.97467,-1.10766,-1.063,-0.80173,-0.36513,0.31088,0.98372,0.58597,0.0914,0.0054,-0.00595,-0.04404,-0.11427,-0.17005,-0.18387,-0.17128,-0.13967,-0.09771,-0.05083,-0.01148,0.01457,0.02371
104647.44113132369,1,0.4002,0.3781,-0.00661,-0.09965,-0.18848,-0.26061,-0.44915,-0.53152,-0.60294,-0.68567,-0.79865,-0.95184,-1.07807,-1.02533,-0.75814,-0.31708,0.35589,0.99156,0.54149,0.04849,-0.02664,-0.02992,-0.06296,-0.13076,-0.18475,-0.19663,-0.18236,-0.14904,-0.10586,-0.05856,-0.01965,0.00611,0.01544
104647.44113132369,1,0.4975,0.346,-0.00022,-0.0925,-0.17853,-0.25971,-0.45357,-0.5079,-0.58038,-0.66361,-0.77457,-0.92296,-1.04074,-0.97771,-0.70256,-0.25716,0.41044,0.99782,0.48181,-0.00849,-0.06849,-0.06087,-0.08729,-0.15173,-0.20347,-0.21261,-0.19598,-0.16033,-0.1154,-0.06753,-0.02943,-0.00442,0.00498
104647.44113132369,1,0.5825,0.306,0.00852,-0.08243,-0.16644,-0.2797,-0.42657,-0.48073,-0.55441,-0.63739,-0.74493,-0.88705,-0.99458,-0.91886,-0.63522,-0.18459,0.47675,0.99991,0.40401,-0.08181,-0.12134,-0.09998,-0.11784,-0.17806,-0.2268,-0.23273,-0.21318,-0.17472,-0.12781,-0.07952,-0.04232,-0.01799,-0.00831
104647.44113132369,1,0.6531,0.2561,0.02009,-0.06921,-0.15775,-0.33313,-0.39503,-0.44962,-0.52446,-0.60592,-0.7083,-0.8422,-0.93733,-0.84695,-0.55257,-0.09712,0.55182,0.99392,0.29758,-0.17608,-0.18915,-0.1499,-0.15654,-0.21138,-0.25631,-0.25803,-0.23492,-0.193,-0.14379,-0.09529,-0.05922,-0.03551,-0.02527
104647.44113132369,1,0.7077,0.1947,0.03432,-0.05332,-0.17195,-0.31723,-0.35957,-0.41534,-0.49073,-0.56893,-0.66406,-0.78751,-0.86764,-0.75971,-0.45408,0.00588,0.63677,0.9729,0.15693,-0.29783,-0.27517,-0.21288,-0.20504,-0.25277,-0.29284,-0.28933,-0.26172,-0.21554,-0.16375,-0.11548,-0.08083,-0.05775,-0.04651
