NACA23015
 1.0000000     0.0015750
 0.9931852     0.0029157
 0.9816965     0.0051535
 0.9686285     0.0076654
 0.9540557     0.0104255
 0.9381976     0.0133814
 0.9213551     0.0164677
 0.9038256     0.0196236
 0.8858481     0.0228020
 0.8675905     0.0259711
 0.8491609     0.0291113
 0.8306260     0.0322109
 0.8120262     0.0352631
 0.7933860     0.0382639
 0.7747206     0.0412109
 0.7560401     0.0441023
 0.7373515     0.0469367
 0.7186602     0.0497125
 0.6999707     0.0524282
 0.6812869     0.0550821
 0.6626127     0.0576723
 0.6439516     0.0601966
 0.6253073     0.0626524
 0.6066835     0.0650371
 0.5880840     0.0673476
 0.5695125     0.0695805
 0.5509733     0.0717323
 0.5324703     0.0737990
 0.5140081     0.0757763
 0.4955913     0.0776597
 0.4772249     0.0794443
 0.4589141     0.0811247
 0.4406647     0.0826955
 0.4224829     0.0841507
 0.4043757     0.0854839
 0.3863510     0.0866887
 0.3684175     0.0877579
 0.3505858     0.0886842
 0.3328681     0.0894599
 0.3152797     0.0900769
 0.2978397     0.0905269
 0.2805729     0.0908016
 0.2635123     0.0908929
 0.2467019     0.0907933
 0.2302016     0.0904972
 0.2140918     0.0900017
 0.1984762     0.0893090
 0.1834783     0.0884099
 0.1691686     0.0872729
 0.1555653     0.0858759
 0.1426657     0.0842089
 0.1304609     0.0822720
 0.1189431     0.0800749
 0.1081068     0.0776354
 0.0979490     0.0749788
 0.0884666     0.0721366
 0.0796544     0.0691445
 0.0715026     0.0660404
 0.0639950     0.0628620
 0.0571085     0.0596447
 0.0508136     0.0564196
 0.0450756     0.0532127
 0.0398563     0.0500443
 0.0351160     0.0469293
 0.0308154     0.0438777
 0.0269165     0.0408952
 0.0233840     0.0379844
 0.0201856     0.0351454
 0.0172925     0.0323764
 0.0146793     0.0296743
 0.0123241     0.0270353
 0.0102082     0.0244550
 0.0083160     0.0219291
 0.0066350     0.0194534
 0.0051551     0.0170240
 0.0038690     0.0146376
 0.0027715     0.0122920
 0.0018589     0.0099855
 0.0011297     0.0077198
 0.0005824     0.0054956
 0.0002155     0.0033138
 0.0000285     0.0011945
 0.0000157    -0.0008750
 0.0001859    -0.0029619
 0.0005675    -0.0050782
 0.0011835    -0.0071892
 0.0020520    -0.0092725
 0.0031824    -0.0113036
 0.0045747    -0.0132610
 0.0062226    -0.0151306
 0.0081174    -0.0169065
 0.0102518    -0.0185891
 0.0126227    -0.0201844
 0.0152326    -0.0217010
 0.0180909    -0.0231495
 0.0212140    -0.0245410
 0.0246262    -0.0258869
 0.0283607    -0.0271990
 0.0324606    -0.0284890
 0.0369810    -0.0297694
 0.0419914    -0.0310535
 0.0475780    -0.0323558
 0.0538500    -0.0336932
 0.0609434    -0.0350856
 0.0690115    -0.0365539
 0.0782175    -0.0381196
 0.0887201    -0.0398031
 0.1006267    -0.0416165
 0.1139337    -0.0435544
 0.1284879    -0.0455862
 0.1440033    -0.0476562
 0.1601408    -0.0496937
 0.1766025    -0.0516266
 0.1931926    -0.0533911
 0.2098417    -0.0549353
 0.2265908    -0.0562448
 0.2434770    -0.0573375
 0.2605146    -0.0582279
 0.2777056    -0.0589277
 0.2950454    -0.0594470
 0.3125262    -0.0597948
 0.3301385    -0.0599797
 0.3478726    -0.0600096
 0.3657188    -0.0598924
 0.3836681    -0.0596351
 0.4017119    -0.0592449
 0.4198424    -0.0587282
 0.4380523    -0.0580915
 0.4563348    -0.0573407
 0.4746837    -0.0564815
 0.4930932    -0.0555192
 0.5115578    -0.0544588
 0.5300725    -0.0533051
 0.5486324    -0.0520625
 0.5672329    -0.0507350
 0.5858697    -0.0493266
 0.6045385    -0.0478406
 0.6232353    -0.0462803
 0.6419562    -0.0446486
 0.6606972    -0.0429482
 0.6794547    -0.0411813
 0.6982247    -0.0393501
 0.7170034    -0.0374563
 0.7357867    -0.0355016
 0.7545699    -0.0334873
 0.7733475    -0.0314147
 0.7921123    -0.0292849
 0.8108542    -0.0270993
 0.8295576    -0.0248597
 0.8481979    -0.0225690
 0.8667344    -0.0202323
 0.8850999    -0.0178582
 0.9031857    -0.0154617
 0.9208229    -0.0130673
 0.9377716    -0.0107116
 0.9537325    -0.0084427
 0.9684031    -0.0063128
 0.9815623    -0.0043651
 0.9931343    -0.0026224
 1.0000000    -0.0015750
