1 1 6 1 -1.383
1 1 6 2 -12.619
1 1 6 3 -60.259
1 1 6 4 -12.845
1 1 6 5 -97.822
1 1 6 6 -119.576
1 1 6 7 -1.141
1 1 6 8 -13.091
1 1 6 9 -1.609
1 1 6 10 -212.718
1 1 6 11 -198.613
1 1 6 12 29.644
1 1 6 13 -13.652
1 1 6 14 20.597
1 1 6 15 13.529
1 1 6 16 7.831
1 1 6 17 -1.088
1 1 6 18 2.515
1 1 6 19 -1.317
1 1 6 20 -12.737
1 1 6 21 -1.671
1 1 6 22 -1.318
1 1 6 23 -40.939
1 1 6 24 -46.182
1 1 6 25 -59.312
1 1 6 26 -39.815
1 1 6 27 -103.119
1 1 6 28 -126.122
1 1 6 29 -22.015
1 1 6 30 -223.447
1 1 6 31 -204.057
1 1 6 32 27.954
1 1 6 33 4.498
1 1 6 34 21.496
1 1 6 35 -13.262
1 1 6 36 9.496
1 1 6 37 5.370
1 1 6 38 1.700
1 1 6 39 -1.407
1 1 6 40 -5.333
1 1 6 41 -2.357
1 1 6 42 -2.054
1 1 6 43 -50.256
1 1 6 44 -68.704
1 1 6 45 -83.235
1 1 6 46 -92.902
1 1 6 47 -1.938
1 1 6 48 -47.676
1 1 6 49 -3.323
1 1 6 50 -17.926
1 1 6 51 -18.253
1 1 6 52 -105.132
1 1 6 53 15.996
1 1 6 54 -0.558
1 1 6 55 13.714
1 1 6 56 6.122
1 1 6 57 1.367
1 1 6 58 -1.637
1 1 6 59 -2.820
1 1 6 60 -4.756
1 1 6 61 -7.035
1 1 6 62 -2.283
1 1 6 63 -21.492
1 1 6 64 33.116
